postcode,provincie,stad
5643,Noord Brabant,Eindhoven
5644,Noord Brabant,Eindhoven
5645,Noord Brabant,Eindhoven
5646,Noord Brabant,Eindhoven
5647,Noord Brabant,Eindhoven
5651,Noord Brabant,Eindhoven
5652,Noord Brabant,Eindhoven
5653,Noord Brabant,Eindhoven
5654,Noord Brabant,Eindhoven
5655,Noord Brabant,Eindhoven
5656,Noord Brabant,Eindhoven
5657,Noord Brabant,Eindhoven
5658,Noord Brabant,Eindhoven
5660,Noord Brabant,Geldrop
5661,Noord Brabant,Geldrop
5662,Noord Brabant,Geldrop
5663,Noord Brabant,Geldrop
5664,Noord Brabant,Geldrop
5665,Noord Brabant,Geldrop
5666,Noord Brabant,Geldrop
5667,Noord Brabant,Geldrop
5670,Noord Brabant,Nuenen
5671,Noord Brabant,Nuenen
5672,Noord Brabant,Nuenen
5673,Noord Brabant,Nuenen
5674,Noord Brabant,Nuenen
5680,Noord Brabant,Best
5681,Noord Brabant,Best
5682,Noord Brabant,Best
5683,Noord Brabant,Best
5684,Noord Brabant,Best
5685,Noord Brabant,Best
5688,Noord Brabant,Oirschot
5689,Noord Brabant,Oirschot
5690,Noord Brabant,Son
5691,Noord Brabant,Son
5692,Noord Brabant,Son
5694,Noord Brabant,Breugel
5700,Noord Brabant,Helmond
5701,Noord Brabant,Helmond
5702,Noord Brabant,Helmond
5703,Noord Brabant,Helmond
5704,Noord Brabant,Helmond
5705,Noord Brabant,Helmond
5706,Noord Brabant,Helmond
5707,Noord Brabant,Helmond
5708,Noord Brabant,Helmond
5709,Noord Brabant,Helmond
5710,Noord Brabant,Someren
5711,Noord Brabant,Someren
5712,Noord Brabant,Someren
5715,Noord Brabant,Lierop
5720,Noord Brabant,Asten
5721,Noord Brabant,Asten
5724,Noord Brabant,Ommel
5725,Noord Brabant,Heusden Gemeente Asten
5730,Noord Brabant,Mierlo
5731,Noord Brabant,Mierlo
5735,Noord Brabant,Aarle Rixtel
5737,Noord Brabant,Lieshout
5738,Noord Brabant,Mariahout
5740,Noord Brabant,Beek en Donk
5741,Noord Brabant,Beek en Donk
5750,Noord Brabant,Deurne
5751,Noord Brabant,Deurne
5752,Noord Brabant,Deurne
5753,Noord Brabant,Deurne
5754,Noord Brabant,Deurne
5756,Noord Brabant,Vlierden
5757,Noord Brabant,Liessel
5758,Noord Brabant,Neerkant
5759,Noord Brabant,Helenaveen
5760,Noord Brabant,Bakel
5761,Noord Brabant,Bakel
5763,Noord Brabant,Milheeze
5764,Noord Brabant,De Rips
5766,Limburg,Griendtsveen
5768,Limburg,Meijel
5800,Limburg,Venray
5801,Limburg,Venray
5802,Limburg,Venray
5803,Limburg,Venray
5804,Limburg,Venray
5807,Limburg,Oostrum (LB)
5808,Limburg,Oirlo
5809,Limburg,Leunen
5811,Limburg,Castenraij
5812,Limburg,Heide
5813,Limburg,IJsselsteijn (LB)
5814,Limburg,Veulen
5815,Limburg,Merselo
5816,Limburg,Vredepeel
5817,Limburg,Smakt
5820,Noord Brabant,Vierlingsbeek
5821,Noord Brabant,Vierlingsbeek
5823,Noord Brabant,Maashees
5824,Noord Brabant,Holthees
5825,Noord Brabant,Overloon
5826,Noord Brabant,Groeningen
5827,Noord Brabant,Vortum Mullem
5830,Noord Brabant,Boxmeer
5831,Noord Brabant,Boxmeer
5835,Noord Brabant,Beugen
5836,Noord Brabant,Sambeek
5840,Noord Brabant,Oploo
5841,Noord Brabant,Oploo
5843,Noord Brabant,Westerbeek
5844,Noord Brabant,Stevensbeek
5845,Noord Brabant,Sint Anthonis
5846,Noord Brabant,Ledeacker
5850,Limburg,Afferden (LB)
5851,Limburg,Afferden (LB)
5853,Limburg,Siebengewald
5854,Limburg,Bergen (LB)
5855,Limburg,Well (LB)
5856,Limburg,Wellerlooi
5860,Limburg,Wanssum
5861,Limburg,Wanssum
5862,Limburg,Geijsteren
5863,Limburg,Blitterswijck
5864,Limburg,Meerlo
5865,Limburg,Tienraij
5866,Limburg,Swolgen
5870,Limburg,Broekhuizenvorst
5871,Limburg,Broekhuizenvorst
5872,Limburg,Broekhuizen (LB)
5900,Limburg,Venlo
5901,Limburg,Venlo
5902,Limburg,Venlo
5911,Limburg,Venlo
5912,Limburg,Venlo
5913,Limburg,Venlo
5914,Limburg,Venlo
5915,Limburg,Venlo
5916,Limburg,Venlo
5921,Limburg,Venlo
5922,Limburg,Venlo
5923,Limburg,Venlo
5924,Limburg,Venlo
5925,Limburg,Venlo
5926,Limburg,Venlo
5927,Limburg,Venlo
5928,Limburg,Venlo
5930,Limburg,Tegelen
5931,Limburg,Tegelen
5932,Limburg,Tegelen
5935,Limburg,Steijl
5940,Limburg,Velden
5941,Limburg,Velden
5943,Limburg,Lomm
5944,Limburg,Arcen
5950,Limburg,Belfeld
5951,Limburg,Belfeld
5953,Limburg,Reuver
5954,Limburg,Beesel
5960,Limburg,Horst
5961,Limburg,Horst
5962,Limburg,Melderslo
5963,Limburg,Hegelsom
5964,Limburg,Meterik
5966,Limburg,America
5970,Limburg,Grubbenvorst
5971,Limburg,Grubbenvorst
5973,Limburg,Lottum
5975,Limburg,Sevenum
5976,Limburg,Kronenberg
5977,Limburg,Evertsoord
5980,Limburg,Panningen
5981,Limburg,Panningen
5984,Limburg,Koningslust
5985,Limburg,Grashoek
5986,Limburg,Beringe
5987,Limburg,Egchel
5988,Limburg,Helden
5990,Limburg,Baarlo (LB)
5991,Limburg,Baarlo (LB)
5993,Limburg,Maasbree
5995,Limburg,Kessel (LB)
6000,Limburg,Weert
6001,Limburg,Weert
6002,Limburg,Weert
6003,Limburg,Weert
6004,Limburg,Weert
6005,Limburg,Weert
6006,Limburg,Weert
6010,Limburg,Ell
6011,Limburg,Ell
6012,Limburg,Haler
6013,Limburg,Hunsel
6014,Limburg,Ittervoort
6015,Limburg,Neeritter
6017,Limburg,Thorn
6019,Limburg,Wessem
6020,Noord Brabant,Budel
6021,Noord Brabant,Budel
6023,Noord Brabant,Budel Schoot
6024,Noord Brabant,Budel Dorplein
6026,Noord Brabant,Maarheeze
6027,Noord Brabant,Soerendonk
6028,Noord Brabant,Gastel
6029,Noord Brabant,Sterksel
6030,Limburg,Nederweert
6031,Limburg,Nederweert
6034,Limburg,Nederweert Eind
6035,Limburg,Ospel
6037,Limburg,Kelpen Oler
6039,Limburg,Stramproy
6040,Limburg,Roermond
6041,Limburg,Roermond
6042,Limburg,Roermond
6043,Limburg,Roermond
6044,Limburg,Roermond
6045,Limburg,Roermond
6049,Limburg,Herten
6050,Limburg,Maasbracht
6051,Limburg,Maasbracht
6060,Limburg,Posterholt
6061,Limburg,Posterholt
6063,Limburg,Vlodrop
6065,Limburg,Montfort
6067,Limburg,Linne
6070,Limburg,Swalmen
6071,Limburg,Swalmen
6074,Limburg,Melick
6075,Limburg,Herkenbosch
6077,Limburg,Sint Odilienberg
6080,Limburg,Haelen
6081,Limburg,Haelen
6082,Limburg,Buggenum
6083,Limburg,Nunhem
6085,Limburg,Horn
6086,Limburg,Neer
6088,Limburg,Roggel
6089,Limburg,Heibloem
6091,Limburg,Leveroij
6092,Limburg,Leveroij
6093,Limburg,Heijthuijsen
6095,Limburg,Baexem
6096,Limburg,Grathem
6097,Limburg,Heel
6099,Limburg,Beegden
6100,Limburg,Echt
6101,Limburg,Echt
6102,Limburg,Echt
6104,Limburg,Koningsbosch
6105,Limburg,Maria Hoop
6107,Limburg,Stevensweert
6109,Limburg,Ohe En Laak
6111,Limburg,Sint Joost
6112,Limburg,Sint Joost
6114,Limburg,Susteren
6116,Limburg,Roosteren
6118,Limburg,Nieuwstadt
6120,Limburg,Born
6121,Limburg,Born
6122,Limburg,Buchten
6123,Limburg,Holtum
6124,Limburg,Papenhoven
6125,Limburg,Obbicht
6127,Limburg,Grevenbicht
6129,Limburg,Urmond
6130,Limburg,Sittard
6131,Limburg,Sittard
6132,Limburg,Sittard
6133,Limburg,Sittard
6134,Limburg,Sittard
6135,Limburg,Sittard
6136,Limburg,Sittard
6137,Limburg,Sittard
6140,Limburg,Limbricht
6141,Limburg,Limbricht
6142,Limburg,Einighausen
6143,Limburg,Guttecoven
6150,Limburg,Munstergeleen
6151,Limburg,Munstergeleen
6153,Limburg,Windraak
6155,Limburg,Puth
6160,Limburg,Geleen
6161,Limburg,Geleen
6162,Limburg,Geleen
6163,Limburg,Geleen
6164,Limburg,Geleen
6165,Limburg,Geleen
6166,Limburg,Geleen
6167,Limburg,Geleen
6170,Limburg,Stein (LB)
6171,Limburg,Stein (LB)
6174,Limburg,Sweikhuizen
6176,Limburg,Spaubeek
6180,Limburg,Elsloo (LB)
6181,Limburg,Elsloo (LB)
6190,Limburg,Beek (LB)
6191,Limburg,Beek (LB)
6199,Limburg,Maastricht Airport
6200,Limburg,Maastricht
6201,Limburg,Maastricht
6202,Limburg,Maastricht
6203,Limburg,Maastricht
6211,Limburg,Maastricht
6212,Limburg,Maastricht
6213,Limburg,Maastricht
6214,Limburg,Maastricht
6215,Limburg,Maastricht
6216,Limburg,Maastricht
6217,Limburg,Maastricht
6218,Limburg,Maastricht
6219,Limburg,Maastricht
6221,Limburg,Maastricht
6222,Limburg,Maastricht
6223,Limburg,Maastricht
6224,Limburg,Maastricht
6225,Limburg,Maastricht
6226,Limburg,Maastricht
6227,Limburg,Maastricht
6228,Limburg,Maastricht
6229,Limburg,Maastricht
6230,Limburg,Meerssen
6231,Limburg,Meerssen
6235,Limburg,Ulestraten
6237,Limburg,Moorveld
6240,Limburg,Bunde
6241,Limburg,Bunde
6243,Limburg,Geulle
6245,Limburg,Eijsden
6247,Limburg,Gronsveld
6251,Limburg,Eckelrade
6252,Limburg,Eckelrade
6255,Limburg,Noorbeek
6260,Limburg,Mheer
6261,Limburg,Mheer
6262,Limburg,Banholt
6265,Limburg,Sint Geertruid
6267,Limburg,Cadier En Keer
6268,Limburg,Bemelen
6269,Limburg,Margraten
6270,Limburg,Gulpen
6271,Limburg,Gulpen
6273,Limburg,Ingber
6274,Limburg,Reijmerstok
6276,Limburg,Heijenrath
6277,Limburg,Slenaken
6278,Limburg,Beutenaken
6280,Limburg,Mechelen
6281,Limburg,Mechelen
6285,Limburg,Epen
6286,Limburg,Wittem
6287,Limburg,Eijs
6289,Limburg,Elkenrade
6290,Limburg,Vaals
6291,Limburg,Vaals
6294,Limburg,Vijlen
6295,Limburg,Lemiers
6300,Limburg,Valkenburg (LB)
6301,Limburg,Valkenburg (LB)
6305,Limburg,Schin Op Geul
6307,Limburg,Scheulder
6311,Limburg,Ransdaal
6312,Limburg,Ransdaal
6320,Limburg,Wijlre
6321,Limburg,Wijlre
6325,Limburg,Berg En Terblijt
6333,Limburg,Schimmert
6336,Limburg,Hulsberg
6341,Limburg,Walem
6342,Limburg,Walem
6343,Limburg,Klimmen
6350,Limburg,Bocholtz
6351,Limburg,Bocholtz
6353,Limburg,Baneheide
6360,Limburg,Nuth
6361,Limburg,Nuth
6363,Limburg,Wijnandsrade
6365,Limburg,Schinnen
6367,Limburg,Voerendaal
6369,Limburg,Simpelveld
6370,Limburg,Landgraaf
6371,Limburg,Landgraaf
6372,Limburg,Landgraaf
6373,Limburg,Landgraaf
6374,Limburg,Landgraaf
6400,Limburg,Heerlen
6401,Limburg,Heerlen
6411,Limburg,Heerlen
6412,Limburg,Heerlen
6413,Limburg,Heerlen
6414,Limburg,Heerlen
6415,Limburg,Heerlen
6416,Limburg,Heerlen
6417,Limburg,Heerlen
6418,Limburg,Heerlen
6419,Limburg,Heerlen
6421,Limburg,Heerlen
6422,Limburg,Heerlen
6430,Limburg,Hoensbroek
6431,Limburg,Hoensbroek
6432,Limburg,Hoensbroek
6433,Limburg,Hoensbroek
6436,Limburg,Amstenrade
6438,Limburg,Oirsbeek
6439,Limburg,Doenrade
6440,Limburg,Brunssum
6441,Limburg,Brunssum
6442,Limburg,Brunssum
6443,Limburg,Brunssum
6444,Limburg,Brunssum
6445,Limburg,Brunssum
6446,Limburg,Brunssum
6447,Limburg,Merkelbeek
6450,Limburg,Schinveld
6451,Limburg,Schinveld
6454,Limburg,Jabeek
6456,Limburg,Bingelrade
6460,Limburg,Kerkrade
6461,Limburg,Kerkrade
6462,Limburg,Kerkrade
6463,Limburg,Kerkrade
6464,Limburg,Kerkrade
6465,Limburg,Kerkrade
6466,Limburg,Kerkrade
6467,Limburg,Kerkrade
6468,Limburg,Kerkrade
6469,Limburg,Kerkrade
6470,Limburg,Eijgelshoven
6471,Limburg,Eijgelshoven
6500,Gelderland,Nijmegen
6501,Gelderland,Nijmegen
6503,Gelderland,Nijmegen
6504,Gelderland,Nijmegen
6511,Gelderland,Nijmegen
6512,Gelderland,Nijmegen
6521,Gelderland,Nijmegen
6522,Gelderland,Nijmegen
6523,Gelderland,Nijmegen
6524,Gelderland,Nijmegen
6525,Gelderland,Nijmegen
6531,Gelderland,Nijmegen
6532,Gelderland,Nijmegen
6533,Gelderland,Nijmegen
6534,Gelderland,Nijmegen
6535,Gelderland,Nijmegen
6536,Gelderland,Nijmegen
6537,Gelderland,Nijmegen
6538,Gelderland,Nijmegen
6541,Gelderland,Nijmegen
6542,Gelderland,Nijmegen
6543,Gelderland,Nijmegen
6544,Gelderland,Nijmegen
6545,Gelderland,Nijmegen
6546,Gelderland,Nijmegen
6550,Gelderland,Weurt
6551,Gelderland,Weurt
6560,Gelderland,Groesbeek
6561,Gelderland,Groesbeek
6562,Gelderland,Groesbeek
6564,Gelderland,Heilig Landstichting
6566,Gelderland,Millingen aan den Rijn
6570,Gelderland,Berg En Dal
6571,Gelderland,Berg En Dal
6572,Gelderland,Berg En Dal
6573,Gelderland,Beek Ubbergen
6574,Gelderland,Ubbergen
6575,Gelderland,Persingen
6576,Gelderland,Ooij
6577,Gelderland,Erlecom
6578,Gelderland,Leuth
6579,Gelderland,Kekerdom
6580,Gelderland,Malden
6581,Gelderland,Malden
6582,Gelderland,Heumen
6584,Limburg,Molenhoek (LB)
6585,Limburg,Mook
6586,Limburg,Plasmolen
6587,Limburg,Middelaar
6590,Limburg,Gennep
6591,Limburg,Gennep
6595,Limburg,Ottersum
6596,Limburg,Milsbeek
6598,Limburg,Heijen
6600,Gelderland,Wijchen
6601,Gelderland,Wijchen
6602,Gelderland,Wijchen
6603,Gelderland,Wijchen
6604,Gelderland,Wijchen
6605,Gelderland,Wijchen
6606,Gelderland,Niftrik
6610,Gelderland,Overasselt
6611,Gelderland,Overasselt
6612,Gelderland,Nederasselt
6613,Gelderland,Balgoij
6615,Gelderland,Leur
6616,Gelderland,Hernen
6617,Gelderland,Bergharen
6620,Gelderland,Dreumel
6621,Gelderland,Dreumel
6624,Gelderland,Heerewaarden
6626,Gelderland,Alphen (GLD)
6627,Gelderland,Maasbommel
6628,Gelderland,Altforst
6629,Gelderland,Appeltern
6630,Gelderland,Horssen
6631,Gelderland,Horssen
6634,Gelderland,Batenburg
6640,Gelderland,Beuningen (GLD)
6641,Gelderland,Beuningen (GLD)
6642,Gelderland,Beuningen (GLD)
6644,Gelderland,Ewijk
6645,Gelderland,Winssen
6650,Gelderland,Druten
6651,Gelderland,Druten
6652,Gelderland,Druten
6653,Gelderland,Deest
6654,Gelderland,Afferden (GLD)
6655,Gelderland,Puiflijk
6657,Gelderland,Boven Leeuwen
6658,Gelderland,Beneden Leeuwen
6659,Gelderland,Wamel
6660,Gelderland,Elst (GLD)
6661,Gelderland,Elst (GLD)
6662,Gelderland,Elst (GLD)
6663,Gelderland,Lent
6665,Gelderland,Driel
6666,Gelderland,Heteren
6668,Gelderland,Randwijk
6669,Gelderland,Dodewaard
6670,Gelderland,Zetten
6671,Gelderland,Zetten
6672,Gelderland,Hemmen
6673,Gelderland,Andelst
6674,Gelderland,Herveld
6675,Gelderland,Valburg
6676,Gelderland,Homoet
6677,Gelderland,Slijk Ewijk
6678,Gelderland,Oosterhout (GLD)
6679,Gelderland,Oosterhout Gemeente Nijmegen
6680,Gelderland,Bemmel
6681,Gelderland,Bemmel
6683,Gelderland,Ressen Gemeente Nijmegen
6684,Gelderland,Ressen
6685,Gelderland,Haalderen
6686,Gelderland,Doornenburg
6687,Gelderland,Angeren
6690,Gelderland,Gendt
6691,Gelderland,Gendt
6700,Gelderland,Wageningen
6701,Gelderland,Wageningen
6702,Gelderland,Wageningen
6703,Gelderland,Wageningen
6704,Gelderland,Wageningen
6705,Gelderland,Wageningen
6706,Gelderland,Wageningen
6707,Gelderland,Wageningen
6708,Gelderland,Wageningen
6709,Gelderland,Wageningen
6710,Gelderland,Ede (GLD)
6711,Gelderland,Ede (GLD)
6712,Gelderland,Ede (GLD)
6713,Gelderland,Ede (GLD)
6714,Gelderland,Ede (GLD)
6715,Gelderland,Ede (GLD)
6716,Gelderland,Ede (GLD)
6717,Gelderland,Ede (GLD)
6718,Gelderland,Ede (GLD)
6720,Gelderland,Bennekom
6721,Gelderland,Bennekom
6730,Gelderland,Otterlo
6731,Gelderland,Otterlo
6732,Gelderland,Harskamp
6733,Gelderland,Wekerom
6740,Gelderland,Lunteren
6741,Gelderland,Lunteren
6744,Gelderland,Ederveen
6745,Gelderland,De Klomp
6800,Gelderland,Arnhem
6801,Gelderland,Arnhem
6802,Gelderland,Arnhem
6803,Gelderland,Arnhem
6811,Gelderland,Arnhem
6812,Gelderland,Arnhem
6813,Gelderland,Arnhem
6814,Gelderland,Arnhem
6815,Gelderland,Arnhem
6816,Gelderland,Arnhem
6821,Gelderland,Arnhem
6822,Gelderland,Arnhem
6823,Gelderland,Arnhem
6824,Gelderland,Arnhem
6825,Gelderland,Arnhem
6826,Gelderland,Arnhem
6827,Gelderland,Arnhem
6828,Gelderland,Arnhem
6831,Gelderland,Arnhem
6832,Gelderland,Arnhem
6833,Gelderland,Arnhem
6834,Gelderland,Arnhem
6835,Gelderland,Arnhem
6836,Gelderland,Arnhem
6841,Gelderland,Arnhem
6842,Gelderland,Arnhem
6843,Gelderland,Arnhem
6844,Gelderland,Arnhem
6845,Gelderland,Arnhem
6846,Gelderland,Arnhem
6850,Gelderland,Huissen
6851,Gelderland,Huissen
6852,Gelderland,Huissen
6860,Gelderland,Oosterbeek
6861,Gelderland,Oosterbeek
6862,Gelderland,Oosterbeek
6865,Gelderland,Doorwerth
6866,Gelderland,Heelsum
6870,Gelderland,Renkum
6871,Gelderland,Renkum
6874,Gelderland,Wolfheze
6877,Gelderland,Deelen
6880,Gelderland,Velp (GLD)
6881,Gelderland,Velp (GLD)
6882,Gelderland,Velp (GLD)
6883,Gelderland,Velp (GLD)
6891,Gelderland,Rozendaal
6900,Gelderland,Zevenaar
6901,Gelderland,Zevenaar
6902,Gelderland,Zevenaar
6903,Gelderland,Zevenaar
6904,Gelderland,Zevenaar
6905,Gelderland,Zevenaar
6909,Gelderland,Babberich
6910,Gelderland,Pannerden
6911,Gelderland,Pannerden
6913,Gelderland,Aerdt
6914,Gelderland,Herwen
6915,Gelderland,Lobith
6916,Gelderland,Tolkamer
6917,Gelderland,Spijk (GLD)
6920,Gelderland,Duiven
6921,Gelderland,Duiven
6922,Gelderland,Duiven
6923,Gelderland,Groessen
6924,Gelderland,Loo (GLD)
6930,Gelderland,Westervoort
6931,Gelderland,Westervoort
6932,Gelderland,Westervoort
6940,Gelderland,Didam
6941,Gelderland,Didam
6942,Gelderland,Didam
6950,Gelderland,Dieren
6951,Gelderland,Dieren
6952,Gelderland,Dieren
6953,Gelderland,Dieren
6955,Gelderland,Ellecom
6956,Gelderland,Spankeren
6957,Gelderland,Laag Soeren
6960,Gelderland,Eerbeek
6961,Gelderland,Eerbeek
6964,Gelderland,Hall
6970,Gelderland,Brummen
6971,Gelderland,Brummen
6974,Gelderland,Leuvenheim
6975,Gelderland,Tonden
6980,Gelderland,Doesburg
6981,Gelderland,Doesburg
6982,Gelderland,Doesburg
6983,Gelderland,Doesburg
6984,Gelderland,Doesburg
6986,Gelderland,Angerlo
6987,Gelderland,Giesbeek
6988,Gelderland,Lathum
6990,Gelderland,Rheden
6991,Gelderland,Rheden
6994,Gelderland,De Steeg
6996,Gelderland,Drempt
6997,Gelderland,Hoog Keppel
6998,Gelderland,Laag Keppel
6999,Gelderland,Hummelo
7000,Gelderland,Doetinchem
7001,Gelderland,Doetinchem
7002,Gelderland,Doetinchem
7003,Gelderland,Doetinchem
7004,Gelderland,Doetinchem
7005,Gelderland,Doetinchem
7006,Gelderland,Doetinchem
7007,Gelderland,Doetinchem
7008,Gelderland,Doetinchem
7009,Gelderland,Doetinchem
7010,Gelderland,Gaanderen
7011,Gelderland,Gaanderen
7020,Gelderland,Zelhem
7021,Gelderland,Zelhem
7025,Gelderland,Halle
7030,Gelderland,Wehl
7031,Gelderland,Wehl
7035,Gelderland,Kilder
7036,Gelderland,Loerbeek
7037,Gelderland,Beek Montferland
7038,Gelderland,Zeddam
7039,Gelderland,Stokkum
7040,Gelderland,S Heerenberg
7041,Gelderland,S Heerenberg
7044,Gelderland,Lengel
7045,Gelderland,Azewijn
7046,Gelderland,Vethuizen
7047,Gelderland,Braamt
7048,Gelderland,Wijnbergen
7050,Gelderland,Varsseveld
7051,Gelderland,Varsseveld
7054,Gelderland,Westendorp
7055,Gelderland,Heelweg
7060,Gelderland,Terborg
7061,Gelderland,Terborg
7064,Gelderland,Silvolde
7065,Gelderland,Sinderen
7070,Gelderland,Ulft
7071,Gelderland,Ulft
7075,Gelderland,Etten (GLD)
7076,Gelderland,Varsselder En Veldhunten
7077,Gelderland,Netterden
7078,Gelderland,Megchelen
7080,Gelderland,Gendringen
7081,Gelderland,Gendringen
7083,Gelderland,Voorst Gemeente Gendringen
7084,Gelderland,Breedenbroek
7089,Gelderland,Sinderen Gemeente Gendringen
7090,Gelderland,Dinxperlo
7091,Gelderland,Dinxperlo
7095,Gelderland,De Heurne
7100,Gelderland,Winterswijk
7101,Gelderland,Winterswijk
7102,Gelderland,Winterswijk
7103,Gelderland,Winterswijk
7104,Gelderland,Winterswijk Meddo
7105,Gelderland,Winterswijk Huppel
7106,Gelderland,Winterswijk Ratum
7107,Gelderland,Winterswijk Kotten
7108,Gelderland,Winterswijk Woold
7109,Gelderland,Winterswijk Miste
7113,Gelderland,Winterswijk Henxel
7115,Gelderland,Winterswijk Brinkh
7119,Gelderland,Winterswijk Corle
7120,Gelderland,Aalten
7121,Gelderland,Aalten
7122,Gelderland,Aalten
7123,Gelderland,Aalten
7125,Gelderland,Heurne
7126,Gelderland,Bredevoort
7130,Gelderland,Lichtenvoorde
7131,Gelderland,Lichtenvoorde
7132,Gelderland,Lichtenvoorde
7134,Gelderland,Vragender
7135,Gelderland,Harreveld
7136,Gelderland,Zieuwent
7137,Gelderland,Lievelde
7140,Gelderland,Groenlo
7141,Gelderland,Groenlo
7142,Gelderland,Groenlo
7150,Gelderland,Eibergen
7151,Gelderland,Eibergen
7152,Gelderland,Eibergen
7156,Gelderland,Beltrum
7157,Gelderland,Rekken
7160,Gelderland,Neede
7161,Gelderland,Neede
7165,Gelderland,Rietmolen
7200,Gelderland,Zutphen
7201,Gelderland,Zutphen
7202,Gelderland,Zutphen
7203,Gelderland,Zutphen
7204,Gelderland,Zutphen
7205,Gelderland,Zutphen
7206,Gelderland,Zutphen
7207,Gelderland,Zutphen
7210,Gelderland,Eefde
7211,Gelderland,Eefde
7213,Gelderland,Gorssel
7214,Gelderland,Epse
7215,Gelderland,Joppe
7216,Gelderland,Kring Van Dorth
7217,Gelderland,Harfsen
7218,Gelderland,Almen
7220,Gelderland,Steenderen
7221,Gelderland,Steenderen
7223,Gelderland,Baak
7224,Gelderland,Rha
7225,Gelderland,Olburgen
7226,Gelderland,Bronkhorst
7227,Gelderland,Toldijk
7230,Gelderland,Warnsveld
7231,Gelderland,Warnsveld
7232,Gelderland,Warnsveld
7233,Gelderland,Vierakker
7234,Gelderland,Wichmond
7240,Gelderland,Lochem
7241,Gelderland,Lochem
7242,Gelderland,Lochem
7244,Gelderland,Barchem
7245,Gelderland,Laren (GLD)
7250,Gelderland,Vorden
7251,Gelderland,Vorden
7255,Gelderland,Hengelo (GLD)
7256,Gelderland,Keijenborg
7260,Gelderland,Ruurlo
7261,Gelderland,Ruurlo
7263,Gelderland,Marienvelde
7270,Gelderland,Borculo
7271,Gelderland,Borculo
7273,Gelderland,Haarlo
7274,Gelderland,Geesteren (GLD)
7275,Gelderland,Gelselaar
7300,Gelderland,Apeldoorn
7301,Gelderland,Apeldoorn
7302,Gelderland,Apeldoorn
7303,Gelderland,Apeldoorn
7311,Gelderland,Apeldoorn
7312,Gelderland,Apeldoorn
7313,Gelderland,Apeldoorn
7314,Gelderland,Apeldoorn
7315,Gelderland,Apeldoorn
7316,Gelderland,Apeldoorn
7317,Gelderland,Apeldoorn
7320,Gelderland,Apeldoorn
7321,Gelderland,Apeldoorn
7322,Gelderland,Apeldoorn
7323,Gelderland,Apeldoorn
7324,Gelderland,Apeldoorn
7325,Gelderland,Apeldoorn
7326,Gelderland,Apeldoorn
7327,Gelderland,Apeldoorn
7328,Gelderland,Apeldoorn
7329,Gelderland,Apeldoorn
7330,Gelderland,Apeldoorn
7331,Gelderland,Apeldoorn
7332,Gelderland,Apeldoorn
7333,Gelderland,Apeldoorn
7334,Gelderland,Apeldoorn
7335,Gelderland,Apeldoorn
7336,Gelderland,Apeldoorn
7339,Gelderland,Ugchelen
7341,Gelderland,Beemte Broekland
7345,Gelderland,Wenum Wiesel
7346,Gelderland,Hoog Soeren
7348,Gelderland,Radio Kootwijk
7350,Gelderland,Hoenderloo
7351,Gelderland,Hoenderloo
7352,Gelderland,Hoenderloo
7360,Gelderland,Beekbergen
7361,Gelderland,Beekbergen
7364,Gelderland,Lieren
7370,Gelderland,Loenen (GLD)
7371,Gelderland,Loenen (GLD)
7380,Gelderland,Klarenbeek
7381,Gelderland,Klarenbeek
7382,Gelderland,Klarenbeek
7383,Gelderland,Voorst Gemeente Voorst
7384,Gelderland,Wilp (GLD)
7390,Gelderland,Twello
7391,Gelderland,Twello
7392,Gelderland,Twello
7395,Gelderland,Teuge
7396,Gelderland,Terwolde
7397,Gelderland,Nijbroek
7399,Gelderland,Empe
7400,Overijssel,Deventer
7401,Overijssel,Deventer
7411,Overijssel,Deventer
7412,Overijssel,Deventer
7413,Overijssel,Deventer
7414,Overijssel,Deventer
7415,Overijssel,Deventer
7416,Overijssel,Deventer
7417,Overijssel,Deventer
7418,Overijssel,Deventer
7419,Overijssel,Deventer
7420,Overijssel,Deventer
7421,Overijssel,Deventer
7422,Overijssel,Deventer
7423,Overijssel,Deventer
7424,Overijssel,Deventer
7425,Overijssel,Deventer
7426,Overijssel,Deventer
7427,Overijssel,Deventer
7428,Overijssel,Deventer
7429,Overijssel,Colmschate
7430,Overijssel,Diepenveen
7431,Overijssel,Diepenveen
7433,Overijssel,Schalkhaar
7434,Overijssel,Lettele
7435,Overijssel,Okkenbroek
7437,Overijssel,Bathmen
7439,Gelderland,Steenenkamer
7440,Overijssel,Nijverdal
7441,Overijssel,Nijverdal
7442,Overijssel,Nijverdal
7443,Overijssel,Nijverdal
7447,Overijssel,Hellendoorn
7448,Overijssel,Haarle Gemeente Hellendoorn
7450,Overijssel,Holten
7451,Overijssel,Holten
7460,Overijssel,Rijssen
7461,Overijssel,Rijssen
7462,Overijssel,Rijssen
7463,Overijssel,Rijssen
7466,Overijssel,Zuna
7467,Overijssel,Notter
7468,Overijssel,Enter
7470,Overijssel,Goor
7471,Overijssel,Goor
7472,Overijssel,Goor
7475,Overijssel,Markelo
7478,Overijssel,Diepenheim
7480,Overijssel,Haaksbergen
7481,Overijssel,Haaksbergen
7482,Overijssel,Haaksbergen
7483,Overijssel,Haaksbergen
7490,Overijssel,Delden
7491,Overijssel,Delden
7495,Overijssel,Ambt Delden
7496,Overijssel,Hengevelde
7497,Overijssel,Bentelo
7500,Overijssel,Enschede
