,VERTROUWELIJK - alleen gebruiken binnen doelstelling en afspraken,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55
3375,LV-5530,False,,False,2022-07-29 07:27:27.810000,,2021-11-25 14:31:06.243000,2021-11-25 14:31:59.030000,2021-11-25 14:33:33.063000,2021-11-25 16:26:29.061000,2022-01-31 12:07:48.203000,2022-01-31 13:52:15.549000,2022-03-29 07:33:21.897000,2022-03-29 08:30:48.135000,2022-07-06 11:06:44.885000,2022-07-29 07:27:12.919000,2022-07-28 08:09:51.338000,2022-07-28 09:12:38.215000,2022-07-29 07:27:27.810000,37,Gemeente IJsselstein,297,IJsselstein,IJSSELSTEIN00180,5.03866133748295,52.0136402096324,Waalsingel,50,3404 KM,IJsselstein,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,True,,2022-01-28 00:00:00,2022-03-11 00:00:00,False,2022-01-31 00:00:00,2022-07-28 00:00:00,2022-07-28 00:00:00,TNLP007489,,2022-07-28 00:00:00
3376,LV-5531,False,,False,2022-07-12 07:50:54.330000,,2021-11-25 15:05:53.746000,2021-11-25 15:07:12.572000,2021-12-06 10:56:24.039000,2022-01-13 08:35:26.945000,2022-03-07 15:13:28.400000,2022-03-08 07:46:24.825000,2022-03-22 11:32:07.927000,2022-03-23 12:46:24.845000,2022-05-04 10:29:14.570000,2022-07-12 07:50:31.487000,2022-05-19 07:13:34.090000,2022-05-19 14:04:46.991000,2022-07-12 07:50:54.330000,58,Gemeente Stede Broec,382,Stede Broec,"STEDEBROEC00028, STEDEBROEC00041",5.21797277033329,52.6862215136306,Huisplaats,30,1613 GG,Grootebroek,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,,,2022-02-08 00:00:00,2022-03-22 00:00:00,False,2022-03-08 00:00:00,2022-05-04 00:00:00,2022-05-19 00:00:00,TNLP007350,,2022-05-19 00:00:00
3377,LV-5533,False,,False,2022-04-14 09:37:57.753000,,2021-11-25 18:54:02.307000,2021-11-25 18:54:50.772000,2021-12-06 12:23:50.364000,2021-12-07 10:35:10.040000,2022-01-21 08:13:10.875000,2022-01-24 13:22:52.674000,2022-01-25 08:16:37.151000,2022-01-28 08:27:26.151000,2022-03-29 09:44:38.860000,2022-04-04 12:24:54.273000,2022-04-14 07:21:47.080000,2022-04-14 09:37:57.753000,2022-04-04 12:24:57.978000,26,Gemeente Haarlem,330,Haarlem,"HAARLEM00947DS, HAARLEM00960, HAARLEM01012, HAARLEM01134",4.61535473451875,52.3778261355563,Kortenaerstraat,3,2014 RR,Haarlem,False,<nil>,,False,False,2,2,0,vraaggestuurddata,,,,Conform data-gestuurd lijst,True,,,,2022-01-27 00:00:00,2022-01-28 00:00:00,False,2022-01-24 00:00:00,2022-04-13 00:00:00,2022-04-14 00:00:00,TNLP007248,,2022-04-14 00:00:00
3378,LV-5534,False,,False,2023-01-02 13:50:57.542000,,2021-11-25 18:59:08.236000,2021-11-25 18:59:45.160000,2021-12-02 15:40:17.790000,2021-12-02 16:07:36.831000,2022-01-21 08:11:23.443000,2022-01-24 14:44:19.426000,2022-01-25 08:16:27.731000,2022-01-28 08:24:30.899000,2022-07-01 07:24:41.875000,2022-07-04 08:19:22.689000,2022-07-01 18:21:29.544000,2023-01-02 13:50:57.542000,2022-10-20 12:08:34.571000,26,Gemeente Haarlem,330,Haarlem,HAARLEM00951DS,4.6084520470601,52.3669291654855,Van Leeuwenhoekstraat,14,2014 GA,Haarlem,False,<nil>,,False,False,2,2,0,vraaggestuurddata,,,,Conform data-gestuurd lijst (17-11-2021),True,,,,2022-01-27 00:00:00,2022-01-28 00:00:00,False,2022-01-24 00:00:00,2022-07-01 00:00:00,2022-07-01 00:00:00,TNLP007430,,2022-07-01 00:00:00
3379,LV-5535,False,,False,2022-04-22 14:26:26.578000,,2021-11-25 19:00:30.220000,2021-11-25 19:01:01.407000,2021-12-02 17:11:41.598000,2021-12-03 06:37:29.130000,2022-01-21 08:10:01.184000,2022-01-24 14:50:35.851000,2022-01-25 08:16:12.864000,2022-01-28 08:12:31.391000,2022-03-31 12:34:25.542000,2022-04-04 12:26:24.698000,2022-04-22 12:51:00.564000,2022-04-22 14:26:26.578000,2022-04-04 12:26:28.434000,26,Gemeente Haarlem,330,Haarlem,HAARLEM00948DS,4.64035537048762,52.3899574692413,Kloppersingel,1,2021 CR,Haarlem,False,<nil>,,False,False,2,2,0,vraaggestuurddata,,,,Conform data-gestuurd lijst (17-11-2021),True,,,,2022-01-27 00:00:00,2022-01-28 00:00:00,False,2022-01-24 00:00:00,2022-04-22 00:00:00,2022-04-22 00:00:00,TNLP007316,,2022-04-22 00:00:00
3380,LV-5536,False,,False,2022-04-25 08:42:15.249000,,2021-11-25 19:01:35.656000,2021-11-25 19:02:27.595000,2021-12-02 17:21:01.328000,2021-12-03 06:36:54.789000,2022-01-28 12:09:02.971000,2022-01-28 13:40:41.669000,2022-01-28 12:09:05.734000,2022-01-31 13:23:01.768000,2022-03-31 12:38:16.876000,2022-04-04 12:26:36.527000,2022-04-22 17:13:08.338000,2022-04-25 07:17:12.854000,2022-04-04 12:26:40.882000,26,Gemeente Haarlem,330,Haarlem,"HAARLEM00946DS, HAARLEM01041",4.64872878815403,52.4221483627711,Vondelweg,988,2026 BX,Haarlem,False,<nil>,,False,False,2,2,0,vraaggestuurddata,,,,Conform data-gestuurd lijst (17-11-2021),True,,,,2022-02-07 00:00:00,2022-02-08 00:00:00,False,2022-01-28 00:00:00,2022-04-22 00:00:00,2022-04-22 00:00:00,TNLP007344,,2022-04-25 00:00:00
3381,LV-5537,False,21-03-2022: Melding van Liander: laadpaal kan hier niet vanwege Gaspersleiding. Er wordt een nieuwe locatie gezocht.,True,2022-11-16 09:28:46.712000,,2021-11-25 19:30:39.286000,2021-11-25 19:32:00.736000,2021-12-02 17:25:48.295000,2022-06-14 13:01:11.325000,2022-09-27 10:13:01.514000,2022-09-30 07:28:37.084000,2022-09-27 10:13:05.837000,2022-10-07 06:21:50.278000,2022-10-26 12:42:39.181000,2022-11-08 15:40:13.327000,2022-11-15 14:11:18.592000,2022-11-15 14:49:51.258000,2022-11-08 15:40:16.992000,26,Gemeente Haarlem,330,Haarlem,"HAARLEM00950DS, HAARLEM01320",4.61028903722763,52.3829385527762,Pieter Wantelaan,32,2015 EB,Haarlem,False,<nil>,,False,False,2,2,0,vraaggestuurddata,,,,Conform data-gestuurd lijst (17-11-2021),True,,,,2022-09-29 00:00:00,2022-09-30 00:00:00,False,2022-09-30 00:00:00,2022-11-15 00:00:00,2022-11-15 00:00:00,TNLP007712,,2022-11-15 00:00:00
3382,LV-5539,False,,False,2022-10-19 08:29:37.661000,,2021-11-26 10:53:48.599000,2021-11-26 10:55:20.719000,2021-12-06 15:38:01.779000,2021-12-07 12:38:14.194000,2022-07-12 10:39:59.643000,2022-07-12 12:10:36.736000,2022-09-02 12:29:00.878000,2022-09-07 16:37:53.809000,,,,,,85,De BUCH,325,Castricum,"CASTRICUM00122, CASTRICUM00131",4.72975954414096,52.5553122018308,De Tarp,29,1921 VA,Akersloot,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,,,2022-07-18 00:00:00,2022-08-29 00:00:00,False,2022-07-12 00:00:00,,,TMP-MRAE-9fe0183acf0eab49,,
3383,LV-5540,False,"10-06-2022: herinrichting aanstaande, nieuwe plannen afwachten.",True,2022-11-07 09:55:48.688000,,2021-11-26 11:39:00.582000,2022-06-14 12:34:42.748000,2022-06-14 12:36:41.560000,2022-06-14 13:11:30.108000,2022-07-28 11:17:51.703000,2022-08-01 08:07:20.948000,2022-09-15 08:49:53.293000,2022-09-22 07:23:11.772000,,,,,,48,Gemeente Noordoostpolder,162,Noordoostpolder,"NOORDOOSTPOLDER00083, NOORDOOSTPOLDER00117",5.76405733823776,52.7085870666687,Bossulaan,34,8301 BK,Emmeloord,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,True,,2022-08-01 00:00:00,2022-09-12 00:00:00,False,2022-08-01 00:00:00,,,TMP-MRAE-3024dd67534998f4,,
3384,LV-5541,False,,False,2023-01-27 15:30:06.784000,,2021-11-26 12:19:30.324000,2021-12-09 08:17:09.631000,2021-12-14 11:28:17.747000,2021-12-14 16:41:15.061000,2022-05-23 11:37:26.917000,2022-06-17 11:37:10.161000,2022-08-30 09:13:13.684000,2022-08-31 13:22:18.900000,,,,,,85,De BUCH,325,Castricum,CASTRICUM00123,4.67419244349003,52.5516580623742,Geesterduin,1,1902 EJ,Castricum,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,,,2022-05-25 00:00:00,2022-07-06 00:00:00,False,2022-06-17 00:00:00,2022-12-01 00:00:00,,TMP-MRAE-0df6c2687472fb0f,,
3385,LV-5542,False,,False,2022-05-13 07:23:58.989000,,2021-11-26 12:25:42.846000,2021-12-01 12:33:27.789000,2021-12-01 12:48:22.614000,2021-12-01 17:04:29.555000,2021-12-22 09:17:50.675000,2021-12-22 11:52:19.514000,2022-01-25 13:58:47.111000,2022-01-27 15:40:03.739000,2022-03-31 07:20:06.012000,2022-05-02 10:22:49.358000,2022-04-19 09:26:20.375000,2022-04-19 12:14:40.662000,2022-05-13 07:23:58.989000,19,Gemeente Diemen,326,Diemen,,4.97415085692769,52.3453738206105,Landlust,2,1111 HP,Diemen,False,<nil>,,False,False,2,2,0,aanbodgestuurd,,,Dit betreft een locatie bij de gemeentewerf van de gemeente Diemen. De laadpaal zal gebruikt gaan worden door medewerkers van de gemeente en door bezoekers van de gemeentewerf. We verwachten dat de parkeerplaatsen ook gebruikt zullen worden door bezoekers van de naastgelegen manege.,,True,,,,2021-12-09 00:00:00,2022-01-21 00:00:00,False,2021-12-22 00:00:00,2022-04-19 00:00:00,2022-04-19 00:00:00,TNLP007007,,2022-04-19 00:00:00
3386,LV-5543,False,,False,2023-03-10 09:06:38.305000,,2021-11-26 13:04:59.927000,2022-05-03 08:19:07.002000,2022-05-03 08:23:02.191000,2022-05-03 08:34:13.530000,2023-01-22 10:44:53.832000,2023-01-26 14:25:15.607000,2023-03-09 09:08:01.088000,2023-03-09 11:11:23.976000,,,,,,85,De BUCH,319,Bergen (NH.),BERGENNH00099,4.62096601724625,52.6181682001607,Westeinde,6,1931 AB,Egmond aan Zee,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,,,2023-01-25 00:00:00,2023-03-08 00:00:00,False,2023-01-26 00:00:00,,,TMP-MRAE-af72c85604345bd0,,
3387,LV-5544,False,,False,2023-02-27 08:58:31.532000,,2021-11-26 13:47:11.867000,2021-11-26 14:12:18.449000,2021-12-06 16:01:53.572000,2022-01-12 07:18:19.433000,2022-09-18 13:22:00.151000,2022-10-03 12:16:22.483000,2022-11-03 16:16:13.205000,2022-11-23 16:34:10.593000,,,,,,85,De BUCH,364,Uitgeest,UITGEEST00067,4.70830343663692,52.5309913494413,Roerdompstraat,24,1911 WS,Uitgeest,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,,,2022-08-21 00:00:00,2022-11-02 00:00:00,False,2022-10-03 00:00:00,,,TMP-MRAE-3f76eb35c1ed4b6a,,
3388,LV-5545,False,,False,2022-04-27 08:43:42.592000,,2021-11-26 15:33:14.806000,2022-04-21 12:27:22.565000,2022-04-21 12:29:47.189000,2022-04-21 12:29:50.557000,2022-04-21 12:29:51.917000,2022-04-21 12:29:53.541000,2022-04-21 12:29:55.059000,2022-04-21 12:29:56.465000,2022-04-21 12:29:57.619000,2022-04-22 19:08:34.822000,2022-04-26 10:01:31.950000,2022-04-26 11:36:43.375000,2022-04-22 19:08:41.615000,85,De BUCH,319,Bergen (NH.),"BERGENNH00102, BERGENNH00117, BERGENNH00124",4.72055710852146,52.6671386152916,Die,1,1862 HW,Bergen (NH),False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,,,2022-01-24 00:00:00,2022-03-07 00:00:00,False,2022-01-24 00:00:00,2022-04-26 00:00:00,2022-04-26 00:00:00,TNLP007311,,2022-04-26 00:00:00
3389,LV-5546,False,,False,2022-03-29 13:09:45.145000,,2021-11-26 15:52:35.536000,2021-11-26 15:53:24.113000,2021-11-30 09:12:06.282000,2021-11-30 10:52:22.039000,2021-12-03 19:46:42.457000,2021-12-06 12:58:17.184000,2022-01-10 10:17:43.354000,2022-01-11 08:57:39.914000,2022-03-09 08:09:29.469000,2022-03-29 13:09:30.341000,2022-03-28 09:46:11.538000,2022-03-28 10:54:05.295000,2022-03-29 13:09:45.145000,53,Gemeente Purmerend,360,Purmerend,PURMEREND00306,4.94518116115841,52.4981241291688,Sulawesi,2,1448 AS,Purmerend,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,,,2021-11-26 00:00:00,2022-01-10 00:00:00,False,2021-12-06 00:00:00,2022-03-28 00:00:00,2022-03-28 00:00:00,TNLP007088,,2022-03-28 00:00:00
3390,LV-5547,False,,False,2023-02-27 09:47:45.727000,,2021-11-26 17:30:18.375000,2021-12-06 17:21:19.081000,2021-12-08 12:07:31.496000,2021-12-08 12:51:03.008000,2021-12-17 19:48:28.578000,2021-12-20 12:29:21.939000,2022-02-01 12:07:51.242000,2022-02-07 10:46:25.119000,2023-02-03 09:04:41.935000,,2023-02-24 16:26:11.624000,2023-02-24 16:26:20.973000,,53,Gemeente Purmerend,360,Purmerend,"PURMEREND00302, PURMEREND00331, PURMEREND00388",4.97620984911919,52.5090482912015,Roggebotstraat,49,1443 KM,Purmerend,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,,,2021-12-15 00:00:00,2022-01-31 00:00:00,False,2021-12-20 00:00:00,2023-02-23 00:00:00,2023-02-23 00:00:00,TNLP007748,,2023-02-23 00:00:00
3391,LV-5548,False,,False,2022-09-26 08:53:52.141000,,2021-11-28 12:05:16.236000,2021-11-28 13:29:27.409000,2021-12-06 15:28:33.056000,2021-12-07 10:46:42.616000,2022-05-23 11:37:43.043000,2022-06-17 10:01:28.584000,2022-08-30 09:12:47.690000,2022-09-05 09:13:38.528000,,,,,,85,De BUCH,325,Castricum,CASTRICUM00124,4.67995315790176,52.5521376353584,Dotterbloem,21,1902 GB,Castricum,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,,,2022-05-25 00:00:00,2022-07-06 00:00:00,False,2022-06-17 00:00:00,,,TMP-MRAE-faf5585c7f77f08f,,
3392,LV-5549,False,,False,2022-09-26 08:53:52.142000,,2021-11-28 22:27:23.292000,2021-11-28 22:28:35.681000,2021-12-06 15:32:36.777000,2021-12-07 10:39:22.193000,2022-05-23 11:37:59.118000,2022-06-17 09:40:55.016000,2022-08-30 09:12:33.149000,2022-09-05 09:16:24.475000,,,,,,85,De BUCH,325,Castricum,CASTRICUM00125,4.67543296515942,52.5468663003781,Walingstuin,14,1902 BC,Castricum,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,,,2022-05-25 00:00:00,2022-07-06 00:00:00,False,2022-06-17 00:00:00,,,TMP-MRAE-9c442e4d8911d556,,
3393,LV-5550,False,,False,2022-04-26 09:33:24.133000,,2021-11-29 12:15:50.504000,2021-11-29 12:21:08.094000,2021-11-29 12:25:11.177000,2021-11-29 16:56:16.459000,2022-01-17 15:55:44.601000,2022-01-18 12:13:35.846000,2022-02-04 10:24:33.415000,2022-02-07 09:35:49.985000,2022-03-31 08:09:30.426000,2022-04-12 11:46:15.754000,2022-04-20 11:44:50.884000,2022-04-20 14:49:29.146000,2022-04-26 09:33:24.133000,32,Gemeente Hilversum,339,Hilversum,"HILVERSUM00317, HILVERSUM00382DS",5.18145940558113,52.2192460328661,Emmastraat,54,1213 AL,Hilversum,False,<nil>,,False,False,2,2,0,vraaggestuurddata,,,,Conform data-gestuurd lijst (17-11-2021),True,,,,2021-12-13 00:00:00,2022-01-24 00:00:00,False,2022-01-18 00:00:00,2022-04-20 00:00:00,2022-04-20 00:00:00,TNLP007240,,2022-04-20 00:00:00
3394,LV-5551,False,,False,2023-02-21 09:44:55.420000,,2021-11-29 12:26:43.711000,2022-10-07 10:09:05.806000,2022-10-20 10:29:40.919000,2022-10-21 07:27:04.889000,2023-02-02 15:56:40.269000,2023-02-17 12:51:27.107000,2023-02-02 15:56:42.954000,2023-02-20 12:35:22.781000,,,,,,36,Gemeente Huizen,341,Huizen,"HUIZEN00130, HUIZEN00139",5.24066208948435,52.3068992475986,Scheepswerf,15,1271 GB,Huizen,True,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,,,2022-10-06 00:00:00,2022-11-18 00:00:00,False,2023-02-17 00:00:00,,,TMP-MRAE-6f03d5d9a3e4a429,,
3395,LV-5552,False,,False,2022-11-25 09:55:19.612000,,2021-11-29 14:56:07.247000,2021-11-29 15:05:06.164000,2021-12-06 17:16:28.832000,2021-12-07 10:33:51.882000,2022-03-15 15:42:17.007000,2022-03-16 15:03:23.541000,2022-05-11 10:18:14.557000,2022-05-17 08:47:25.258000,,,,,,2,Gemeente Alkmaar,311,Alkmaar,ALKMAAR00437DS,4.77831691506253,52.646530431644,Wierde,4,1822 EC,Alkmaar,False,<nil>,,False,False,2,2,0,vraaggestuurddata,,,,Conform data-gestuurd lijst (09-11-2021),True,,,,2022-03-15 00:00:00,2022-05-02 00:00:00,False,2022-03-16 00:00:00,,,TMP-MRAE-4c1d09b7bcf02356,,
3396,LV-5554,False,,False,2022-08-08 09:37:49.408000,,2021-11-30 07:34:11.318000,2021-11-30 07:50:25.705000,2021-11-30 09:10:15.653000,2021-11-30 10:51:15.904000,2022-03-02 08:26:40.503000,2022-03-03 09:50:58.919000,2022-04-25 12:52:56.136000,2022-04-25 12:57:12.144000,2022-07-06 08:54:47.450000,2022-08-08 09:37:06.818000,2022-07-29 07:10:07.450000,2022-07-29 07:37:19.260000,2022-08-08 09:37:49.408000,42,Gemeente Lelystad,167,Lelystad,LELYSTAD00175,5.44731080532074,52.5186795348965,Punter 13,2,8242 DB,Lelystad,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,,,2022-03-09 00:00:00,2022-04-21 00:00:00,False,2022-03-03 00:00:00,2022-07-29 00:00:00,2022-07-29 00:00:00,TNLP007476,,2022-07-29 00:00:00
3397,LV-5556,False,,False,2021-12-31 09:45:26.260000,824673711160,2021-11-30 09:36:43.021000,2021-11-30 09:46:09.101000,2021-11-30 10:55:59.786000,2021-12-01 06:25:56.159000,2021-12-01 09:44:46.656000,2021-12-01 12:22:07.718000,2021-12-01 09:45:07.950000,2021-12-02 15:55:58.315000,2021-12-30 13:17:06.691000,2021-12-31 09:45:22.114000,2021-12-30 13:17:12.611000,2021-12-30 13:54:57.015000,2021-12-31 09:45:26.260000,50,Gemeente Opmeer,358,Opmeer,,4.94871117174625,52.7028643115523,Pastoor Meriusstraat,2,1715 VA,Spanbroek,False,<nil>,laadpaal verplaatsen naar voldoende ruim voetpad,False,False,2,2,0,,"laadpaal blokkeert doorgang voetpad, aantal vakken opschuiven, proces al gestart",,,,True,,,True,2020-09-03 00:00:00,2020-10-15 00:00:00,False,2021-09-07 00:00:00,2021-12-06 00:00:00,2021-12-06 00:00:00,TNLP005983,,2021-12-06 00:00:00
3398,LV-5557,False,,False,2022-05-25 11:30:14.637000,,2021-11-30 13:02:23.081000,2021-12-20 12:02:07.684000,2021-12-20 12:04:18.059000,2021-12-20 14:17:29.022000,2022-02-04 10:55:07.625000,2022-02-04 13:26:02.337000,2022-03-15 14:31:15.873000,2022-03-17 13:48:52.019000,2022-05-24 05:11:43.801000,2022-05-25 11:30:14.005000,2022-05-24 16:27:01.985000,2022-05-25 08:39:58.352000,2022-05-25 11:30:14.637000,3,Gemeente Almere,165,Almere,ALMERE01053DS,5.30555158853531,52.3932816435868,Pastelstraat,44,1339 JA,Almere,False,<nil>,,False,False,2,2,0,vraaggestuurddata,,,,"3 maanden looptijd
- 35% bezettingsgraad
- 1.000kWh per maand
- binnen 200m geen andere laadpaal, welke minder goed draait dan bovenstaande criteria.",True,,True,,2022-02-02 00:00:00,2022-03-16 00:00:00,False,2022-02-04 00:00:00,2022-05-24 00:00:00,2022-05-24 00:00:00,TNLP007362,,2022-05-25 00:00:00
3399,LV-5558,False,,False,2022-12-05 13:46:26.659000,,2021-11-30 13:02:43.157000,2021-11-30 13:09:50.906000,2021-11-30 13:11:35.250000,2021-12-01 06:01:53.369000,2021-12-02 08:12:43.415000,2021-12-02 09:29:32.288000,2021-12-02 08:12:52.039000,2021-12-02 14:33:16.978000,,,,,,35,Gemeente Houten,278,Houten,HOUTEN00205,5.18385693439086,52.034382490643,Eekhoornakker,78,3994 EX,Houten,True,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,,,2020-12-09 00:00:00,2021-01-20 00:00:00,False,2021-12-02 00:00:00,,,TMP-MRAE-3f60cc070b0de651,,
3400,LV-5559,False,,False,2022-11-06 15:29:55.745000,,2021-11-30 13:05:54.302000,2021-11-30 13:06:54.072000,2022-01-18 15:23:08.703000,2022-01-18 15:23:11.077000,2022-01-18 15:23:14.442000,2022-01-18 15:23:19.489000,2022-02-08 09:23:30.754000,2022-02-10 07:40:06.549000,2022-03-15 12:22:08.401000,2022-04-07 06:13:25.016000,2022-04-06 09:06:50.080000,2022-04-22 14:29:02.860000,2022-04-07 06:13:25.592000,3,Gemeente Almere,165,Almere,ALMERE01054DS,5.148946,52.340001,Abebe Bikilastraat,63,1361 CD,Almere,False,<nil>,,False,False,2,2,0,vraaggestuurddata,,,,,True,,True,,2021-12-28 00:00:00,2022-02-08 00:00:00,False,2021-12-22 00:00:00,2022-04-06 00:00:00,2022-04-06 00:00:00,TNLP007214,,2022-04-06 00:00:00
3401,LV-5560,False,,False,2022-04-07 08:35:28.912000,,2021-11-30 13:07:29.839000,2022-01-27 11:00:06.972000,2022-01-27 11:01:21.816000,2022-01-27 11:01:55.430000,2022-01-27 11:01:56.497000,2022-01-27 11:02:01.849000,2022-02-08 09:23:38.224000,2022-02-10 07:44:57.088000,2022-03-16 09:36:59.261000,2022-04-07 06:13:08.126000,2022-04-06 12:14:31.438000,2022-04-06 18:53:24.426000,2022-04-07 06:13:09.027000,3,Gemeente Almere,165,Almere,"ALMERE01055DS, ALMERE01078, ALMERE01138",5.306668,52.411538,Sieradenweg,55,1336 TB,Almere,False,<nil>,,False,False,2,2,0,vraaggestuurddata,,,,,True,,True,,2021-12-28 00:00:00,2022-02-08 00:00:00,False,2021-12-22 00:00:00,2022-04-06 00:00:00,2022-04-06 00:00:00,TNLP007107,,2022-04-06 00:00:00
3402,LV-5561,False,,False,2022-03-14 08:55:23.778000,,2021-11-30 13:08:57.486000,2021-11-30 13:10:03.124000,2021-11-30 13:10:19.589000,2021-12-01 06:02:42.117000,2021-12-21 11:43:00.083000,2021-12-22 10:09:42.443000,2022-02-08 09:23:42.762000,2022-02-10 07:41:54.764000,2022-02-18 10:12:45.786000,2022-03-14 08:55:22.891000,2022-03-11 09:32:39.773000,2022-03-11 10:48:30.454000,2022-03-14 08:55:23.778000,3,Gemeente Almere,165,Almere,ALMERE01056DS,5.178162,52.392041,Boelijn,84,1319 CS,Almere,False,<nil>,,False,False,2,2,0,vraaggestuurddata,,,,,True,,True,,2021-12-28 00:00:00,2022-02-08 00:00:00,False,2021-12-22 00:00:00,2022-03-11 00:00:00,2022-03-11 00:00:00,TNLP007079,,2022-03-11 00:00:00
3403,LV-5562,False,,False,2023-03-20 12:12:17.032000,,2021-12-01 11:14:29.796000,2021-12-01 11:15:48.631000,2021-12-09 11:00:34.749000,2021-12-10 14:00:11.989000,2022-06-15 09:44:27.491000,2022-06-27 12:41:04.449000,2022-08-10 08:31:39.732000,2022-08-16 13:37:17.506000,2023-03-01 12:04:41.743000,,2023-03-20 11:45:47.634000,2023-03-20 12:12:17.032000,,67,Gemeente Velsen,366,Velsen,"VELSEN00199, VELSEN00320",4.63786527514458,52.4367278049955,Biallosterskilaan,4,2071 SH,Santpoort-Noord,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,,,2022-06-09 00:00:00,2022-07-21 00:00:00,False,2022-06-27 00:00:00,2023-03-20 00:00:00,2023-03-20 00:00:00,TNLP008149,,2023-03-20 00:00:00
3404,LV-5563,False,,False,2023-02-24 08:42:56.682000,,2021-12-01 12:29:23.928000,2022-01-11 09:24:57.757000,2022-01-11 09:25:00.135000,2022-01-12 07:05:21.715000,2022-03-10 11:17:16.364000,2022-03-10 12:40:40.069000,2022-04-28 11:39:49.552000,2022-05-03 07:39:55.890000,2022-09-21 07:42:02.929000,2022-11-09 10:32:53.188000,2022-10-06 17:15:14.824000,2023-02-24 08:42:56.682000,2022-11-09 10:33:14.881000,42,Gemeente Lelystad,167,Lelystad,LELYSTAD00174,5.47041893005371,52.5138897582762,Kopenhagenlaan,97,8232 RB,Lelystad,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,,,2022-03-16 00:00:00,2022-04-28 00:00:00,False,2022-03-10 00:00:00,2022-10-05 00:00:00,2022-10-05 00:00:00,TNLP007652,,2022-10-06 00:00:00
3405,LV-5565,False,,False,2022-08-01 10:05:14.840000,,2021-12-01 14:09:14.866000,2021-12-01 14:12:41.642000,2021-12-03 11:58:01.725000,2021-12-07 12:45:26.566000,2022-03-02 09:53:43.872000,2022-03-03 09:51:00.763000,2022-04-25 12:37:21.364000,2022-04-25 12:55:16.397000,2022-05-18 06:33:14.777000,2022-05-18 09:53:33.309000,2022-06-08 06:59:19.836000,2022-06-08 08:46:03.834000,2022-07-26 07:21:48.028000,42,Gemeente Lelystad,167,Lelystad,LELYSTAD00176,5.44489592313766,52.4897194926749,Ereprijs,6,8245 HP,Lelystad,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,,,2022-03-09 00:00:00,2022-04-21 00:00:00,False,2022-03-03 00:00:00,2022-06-08 00:00:00,2022-06-08 00:00:00,TNLP007402,,2022-06-08 00:00:00
